,Nama Hotel,Nama Kota,Provinsi,Latitude,Longitude,Luas Kamar,Kapasitas,Rating,Harga
429,Ros In Hotel,Kabupaten Gunung Kidul,Daerah Istimewa Yogyakarta,-7.98,110.6000144,15,3,4.25,469577
430,Hotel Atalie Malioboro by Yuwono,Kota Yogyakarta,Daerah Istimewa Yogyakarta,-7.7927371,110.3656147,18,3,4.02,580000
431,V Apartment Jogja,Kabupaten Sleman,Daerah Istimewa Yogyakarta,-7.77109,110.3339708,24,2,3.13,332500
432,Malioboro Inn Yogyakarta,Kota Yogyakarta,Daerah Istimewa Yogyakarta,-7.7916953,110.3645092,18,1,4.08,630000
433,Sartini Inn Jogja,Kabupaten Sleman,Daerah Istimewa Yogyakarta,-7.774256,110.4237822,28,2,4.58,500000
434,The Capsule Malioboro,Kota Yogyakarta,Daerah Istimewa Yogyakarta,-7.7915284,110.364704,20,2,4.58,168675
435,Woodpecker Hotel,Kabupaten Sleman,Daerah Istimewa Yogyakarta,-7.78,110.3931205,24,3,3.13,380000
436,Violet Hotel Malioboro,Kota Yogyakarta,Daerah Istimewa Yogyakarta,-7.7926455,110.365846,18,3,4.02,428000
437,SigNature Jogja,Kabupaten Sleman,Daerah Istimewa Yogyakarta,-7.76,110.3690057,17,3,4.25,359999
438,Kotta GO Yogyakarta,Kota Yogyakarta,Daerah Istimewa Yogyakarta,-7.78,110.362881,16,3,4.58,590000
439,Best City Hotel,Kota Yogyakarta,Daerah Istimewa Yogyakarta,-7.78,110.3609959,21,3,4.25,437000
440,Tara Hotel Yogyakarta,Kabupaten Sleman,Daerah Istimewa Yogyakarta,-7.7715822,110.3608098,40,3,4.05,450000
441,Emilia Malioboro Yogyakarta,Kota Yogyakarta,Daerah Istimewa Yogyakarta,-7.7926389,110.3658611,30,3,4.58,380000
442,D'Paragon Perumnas,Kabupaten Sleman,Daerah Istimewa Yogyakarta,-7.76,110.4061696,20,3,4,400000
443,D'Salvatore Art & Boutique Hotel,Kabupaten Sleman,Daerah Istimewa Yogyakarta,-7.78,110.4284664,40,3,4.03,1215000
444,Cotton House Monjali,Kabupaten Sleman,Daerah Istimewa Yogyakarta,-7.75,110.368561,12,2,4.42,405000
445,LPP Garden Hotel,Kabupaten Sleman,Daerah Istimewa Yogyakarta,-7.77,110.4047262,29,3,4.08,337611
446,Hotel Orlen,Kota Yogyakarta,Daerah Istimewa Yogyakarta,-7.7805151,110.3732248,29,3,4.02,423000
447,Agung Mas Hotel Malioboro,Kota Yogyakarta,Daerah Istimewa Yogyakarta,-7.79,110.353921,21,3,4.25,328248
448,UNY Hotel,Kabupaten Sleman,Daerah Istimewa Yogyakarta,-7.77,110.3862074,25,3,4.42,400000
449,Grand Puri Saron Hotel Malioboro Yogyakarta,Kota Yogyakarta,Daerah Istimewa Yogyakarta,-7.79,110.3629264,46,3,4.05,3316500
450,Top Malioboro Hotel Yogyakarta,Kota Yogyakarta,Daerah Istimewa Yogyakarta,-7.79,110.3532493,21,3,4,408975
451,Sofia Boutique Residence,Kabupaten Sleman,Daerah Istimewa Yogyakarta,-7.7430465,110.3729584,40,3,4.05,1312200
452,Emersia Malioboro Yogyakarta,Kota Yogyakarta,Daerah Istimewa Yogyakarta,-7.7870095,110.3641611,20,3,4.05,541499
453,Premier Exclusive Guest House,Kota Yogyakarta,Daerah Istimewa Yogyakarta,-7.8,110.400596,16,2,4.05,299000
454,Student Castle Apartment HD,Kabupaten Sleman,Daerah Istimewa Yogyakarta,-7.7731944,110.4081232,15,3,3.15,345000
455,Setia Backpacker,Kota Yogyakarta,Daerah Istimewa Yogyakarta,-7.7900033,110.3641957,12,2,4.42,85000
456,University Hotel Yogyakarta,Kabupaten Sleman,Daerah Istimewa Yogyakarta,-7.78,110.3897616,24,3,4.02,300000
457,Nueve Malioboro Jogja Hotel,Kota Yogyakarta,Daerah Istimewa Yogyakarta,-7.7958926,110.3686062,17,3,4.03,562500
458,Le Krasak Boutique Hotel Malioboro,Kota Yogyakarta,Daerah Istimewa Yogyakarta,-7.7887532,110.3727255,20,2,4.25,427500
459,Koslo Yogyakarta,Kabupaten Sleman,Daerah Istimewa Yogyakarta,-7.7629139,110.4058977,16,2,4.25,428000
460,Liberta Malioboro,Kota Yogyakarta,Daerah Istimewa Yogyakarta,-7.7915136,110.3594845,15,2,4.05,410000
461,Family Stay at Astuti Gallery & Homestay,Kabupaten Bantul,Daerah Istimewa Yogyakarta,-7.86,110.3199911,20,2,4.08,550000
462,D'Raffles Syariah Near Ambarukmo Plaza,Kabupaten Sleman,Daerah Istimewa Yogyakarta,-7.78,110.3978615,12,2,4.25,307000
463,Duta Guest House,Kota Yogyakarta,Daerah Istimewa Yogyakarta,-7.82,110.3710266,25,3,4.08,480000
464,Arilla Eclat,Kabupaten Sleman,Daerah Istimewa Yogyakarta,-7.73,110.399204,24,3,4.05,500000
465,Virgo 3 Homestay,Kota Yogyakarta,Daerah Istimewa Yogyakarta,-7.7912382,110.3633424,40,3,4.08,195000
466,Clean Room at Puri Phunix Babarsari,Kabupaten Sleman,Daerah Istimewa Yogyakarta,-7.7770002,110.4149905,20,3,4,175000
467,The Tyasha Syariah,Kabupaten Bantul,Daerah Istimewa Yogyakarta,-7.8151824,110.3258904,45,4,4.07,394000
468,Malioboro Palace Hotel,Kota Yogyakarta,Daerah Istimewa Yogyakarta,-7.79,110.3654056,15,3,4.02,500000
469,Homestay Tembi,Kabupaten Bantul,Daerah Istimewa Yogyakarta,-7.8700475,110.3516967,20,3,4.05,250000
470,Hotel Restu,Kota Yogyakarta,Daerah Istimewa Yogyakarta,-7.8158909,110.3831519,16,2,3.15,230000
471,Urban Nurdiono Hotel,Kota Yogyakarta,Daerah Istimewa Yogyakarta,-7.8,110.3891772,24,3,4.42,240000
472,Blok O International Guest House,Kabupaten Bantul,Daerah Istimewa Yogyakarta,-7.798729,110.4114308,16,3,4.25,391567
473,Nia Student Castle Apartment,Kabupaten Sleman,Daerah Istimewa Yogyakarta,-7.7723438,110.4092991,21,3,4.25,250000
474,Hotel Pules,Kota Yogyakarta,Daerah Istimewa Yogyakarta,-7.7919123,110.3678149,18,3,4.05,350000
475,Flory Hotel,Kabupaten Bantul,Daerah Istimewa Yogyakarta,-7.83,110.3847349,17,3,4.58,195300
476,Syariah Kusumanegara,Kota Yogyakarta,Daerah Istimewa Yogyakarta,-7.8019411,110.3911123,20,3,4.58,300000
477,New Hotel Lilik,Kota Yogyakarta,Daerah Istimewa Yogyakarta,-7.7936823,110.3643097,22,3,3.13,360000
478,Tamadara Guesthouse Jogja,Kabupaten Sleman,Daerah Istimewa Yogyakarta,-7.7572995,110.4012638,19,3,4.42,247000
479,Djembar Inn,Kabupaten Sleman,Daerah Istimewa Yogyakarta,-7.76,110.4289784,28,3,4.08,450000
480,Rene Hotel,Kota Yogyakarta,Daerah Istimewa Yogyakarta,-7.7736183,110.3679105,24,4,4.42,425000
481,The Srikandi Hotel,Kota Yogyakarta,Daerah Istimewa Yogyakarta,-7.7842041,110.3676287,21,3,4.58,349000
482,Urban Fendi's Tirtodipuran,Kota Yogyakarta,Daerah Istimewa Yogyakarta,-7.8183049,110.362781,18,3,4.25,244800
483,Nendra Hotel,Kota Yogyakarta,Daerah Istimewa Yogyakarta,-7.7955842,110.3780085,16,3,4.58,220000
484,Hotel Pyrenees Jogja,Kota Yogyakarta,Daerah Istimewa Yogyakarta,-7.7919044,110.3655788,22,3,4.42,1304466
485,Arkananta Villa,Kota Yogyakarta,Daerah Istimewa Yogyakarta,-7.8185338,110.3658975,25,4,4.75,356250
486,d'Omah Afi,Kabupaten Bantul,Daerah Istimewa Yogyakarta,-7.8275808,110.3510701,20,3,4.05,322693
487,OYO 952 Annisa Syariah Guest House,Kabupaten Sleman,Daerah Istimewa Yogyakarta,-7.78,110.4384536,12,2,4.08,98999
488,Hotel Omah Cepit,Kabupaten Bantul,Daerah Istimewa Yogyakarta,-7.87,110.3409591,36,4,4.05,421687
489,D'Paragon UPN,Kabupaten Sleman,Daerah Istimewa Yogyakarta,-7.7691673,110.4099629,15,3,4.08,375000
490,Rumah Wuki,Kota Yogyakarta,Daerah Istimewa Yogyakarta,-7.8143749,110.3737461,20,5,4.07,207000
491,OYO 1593 Pondok Garini Syariah,Kabupaten Sleman,Daerah Istimewa Yogyakarta,-7.76,110.3846391,16,2,4.25,132105
492,The Fort Hotel Yogyakarta,Kota Yogyakarta,Daerah Istimewa Yogyakarta,-7.82,110.3477866,19,2,3.1,196696
493,Djuragan Kamar Kayon,Kabupaten Sleman,Daerah Istimewa Yogyakarta,-7.7699231,110.4057122,16,3,4.02,275000
494,Kirana Guest House,Kota Yogyakarta,Daerah Istimewa Yogyakarta,-7.8140919,110.3642366,5,8,4.92,1050000
495,JJ House Gejayan,Kabupaten Sleman,Daerah Istimewa Yogyakarta,-7.77,110.3890113,16,1,4.42,179911
496,Pondok Villa,Kabupaten Bantul,Daerah Istimewa Yogyakarta,-7.8059318,110.3406294,20,2,4.42,350000
497,Tirta Sanita Hotel,Kota Yogyakarta,Daerah Istimewa Yogyakarta,-7.8193451,110.3876437,24,3,4.08,182250
498,D'Paragon Seturan 1,Kabupaten Sleman,Daerah Istimewa Yogyakarta,-7.7659166,110.4117223,12,3,3.15,375000
499,Omah Sastro 2,Kabupaten Sleman,Daerah Istimewa Yogyakarta,-7.7642458,110.3977667,12,3,4.03,310000
500,Noah Homestay,Kota Yogyakarta,Daerah Istimewa Yogyakarta,-7.8065914,110.3604607,25,3,4.08,250000
501,Petik Merah Homestay,Kabupaten Sleman,Daerah Istimewa Yogyakarta,-7.76,110.3799413,15,2,4.42,304877
502,Yabbiekayu Eco Bungalows,Bantul Regency,Special Region of Yogyakarta,-7.8617103,110.3398179,40,3,4.58,950000
503,House 526 Apartment,Kabupaten Sleman,Daerah Istimewa Yogyakarta,-7.7830941,110.4245097,40,4,4.25,350000
504,OYO 436 Raz Residence,Kota Medan,Sumatera Utara,3.5693092,986434945,14,3,4.58,163567
505,Deli Hotel,Kota Medan,Sumatera Utara,3.576823,98.6597442,14,4,4.25,325000
506,Wing Hotel Kualanamu Airport,Kabupaten Deli Serdang,Sumatera Utara,3.631202,988750710,32,3,4.05,392289
507,Hotel Menara Lexus,Kota Medan,Sumatera Utara,3.5570671,986950891,19,3,3.13,285000
508,favehotel S. Parman Medan,Kota Medan,Sumatera Utara,3.5787483,98.6283429,19,3,4.42,450000
509,E Hotel Medan,Kota Medan,Sumatera Utara,3.5719975,98.6831859,45,3,4.08,460000
510,Grand Sakura Hotel,Kota Medan,Sumatera Utara,3.596557,98.6858189,32,3,4.25,365000
511,Pardede International Hotel Medan,Kota Medan,Sumatera Utara,3.5732815,986716552,24,2,4.42,247353
512,OYO 1940 Cendana Homestay Syariah,Kota Medan,Sumatera Utara,3.6120185,987069414,20,2,4.08,129999
513,Hotel Madani Syariah Medan,Kota Medan,Sumatera Utara,3.5762736,98.6925541,20,3,4.08,410000
514,Swasana Hotel Medan,Kota Medan,Sumatera Utara,3.5933034,98.6649679,21,2,4.03,250000
515,Cordex Hotel Medan,Kota Medan,Sumatera Utara,3.5945764,98.6725667,20,2,4.75,211500
516,Pancur Gading Hotel & Resort,Kabupaten Deli Serdang,Sumatera Utara,3.4696923,98.6803941,36,2,4.02,1600000
517,Prime Plaza Hotel Kualanamu,Kabupaten Deli Serdang,Sumatera Utara,3.5995148,98.8330883,29,3,4.05,375000
518,Hotel 61 Medan,Kota Medan,Sumatera Utara,3.5769677,98.6610684,18,2,4.08,409639
519,Grand Impression Hotel,Kota Medan,Sumatera Utara,3.5731167,98.6426493,17,3,4.03,252000
520,Collection O 90050 Raz Hotel And Convention Syariah,Kota Medan,Sumatera Utara,3.567887,98.643228,19,2,3.13,317797
521,Amaliun Hotel,Kota Medan,Sumatera Utara,3.5759836,98.6898444,15,3,4.08,247223
522,Travellers Suites Serviced Apartments Medan,Kota Medan,Sumatera Utara,3.5856634,986745417,33,2,4.02,640000
523,Grand Central Medan,Kota Medan,Sumatera Utara,3.575687,98.6550582,20,2,4.42,382620
524,SELECTA HOTEL,Kota Medan,Sumatera Utara,3.5855994,98.6771129,18,3,4,338300
525,Wisma Sederhana Budget Hotel,Kota Medan,Sumatera Utara,3.5830385,98.6848886,19,3,4.25,195975
526,Saka Hotel Medan,Kota Medan,Sumatera Utara,3.5885058,98.6266333,25,2,3.15,294500
527,Griya Hotel Medan,Kota Medan,Sumatera Utara,3.6072737,98.6620488,19,2,4.42,253011
528,Grand Inna Medan,Kota Medan,Sumatera Utara,3.59,98.6768908,28,3,4.08,619353
529,CREW EXPRESS Hotel,Kabupaten Deli Serdang,Sumatera Utara,3.631202,98.875071,16,2,4.25,275000
530,Bobotel Gatot Subroto Medan,Kota Medan,Sumatera Utara,3.5937661,98.6680178,18,3,4.42,263277
531,deSatu Hotel,Kota Medan,Sumatera Utara,3.5920121,98.6815456,16,2,4.25,358705
532,Grand Antares Hotel,Kota Medan,Sumatera Utara,3.5570365,98.6941863,24,3,3.15,457900
533,Jangga House Bed & Breakfast,Kota Medan,Sumatera Utara,3.5803938,98.6541716,20,3,4.42,408500
534,Hanlis House Medan,Kota Medan,Sumatera Utara,3.5839935,98.6526247,18,2,4.03,102500
535,Putra Mulia Hotel,Kota Medan,Sumatera Utara,3.5920554,98.6711248,19,3,3.15,330000
536,Radisson Medan,Kota Medan,Sumatera Utara,3.594058,98.6683957,45,4,4.42,680000
537,Hotel Antares,Kota Medan,Sumatera Utara,3.5730349,98.6889026,25,3,4.58,328000
538,Cordela Inn Millenium Medan,Kota Medan,Sumatera Utara,3.6004539,98.6441819,19,2,4.42,270000
539,De Paris Hotel,Kota Medan,Sumatera Utara,3.602877,98.6538386,24,2,4.02,454100
540,OYO 2574 Z Suites Hotel,Kota Medan,Sumatera Utara,3.59,98.6421085,20,2,4.08,100000
541,Alam Hotel by Cordela,Kota Medan,Sumatera Utara,3.5702516,98.7033658,20,3,4.03,339000
542,Miyana Hotel,Kabupaten Deli Serdang,Sumatera Utara,3.6333346,98.7085039,19,2,4.58,370000
543,Alpha Inn Medan,Kota Medan,Sumatera Utara,3.5932224,98.6677725,24,2,4.42,218710
544,The Crew Hotel Kualanamu International Airport,Kabupaten Deli Serdang,Sumatera Utara,3.6082419,98.851958,16,3,4.03,350000
545,OYO 293 Mutiara Hijau Suites Syariah,Kota Medan,Sumatera Utara,3.5884344,98.6465862,14,3,4.03,315981
546,DELI HOMESTAY,Kota Medan,Sumatera Utara,3.5927438,98.6720597,20,1,4.03,156400
547,Jotel Guest House,Kota Medan,Sumatera Utara,3.6036732,98.6749703,35,3,4,140000
548,Royal Suite Condotel,Kota Medan,Sumatera Utara,3.584024,98.6802798,50,5,4.08,934000
549,d'primahotel Medan,Kota Medan,Sumatera Utara,3.772937,98.6813963,17,2,4.03,307800
550,The Palace Inn,Kota Medan,Sumatera Utara,3.5862108,98.6663758,30,3,4,301205
551,Cordela Hotel Medan,Kota Medan,Sumatera Utara,3.5987736,98.693047,18,1,4.03,326800
552,OYO 621 Vania Residence,Kota Medan,Sumatera Utara,3.6000107,98.6557263,20,1,4.42,99934
553,De Tonga Hotel,Kota Medan,Sumatera Utara,3.5756623,98.6540381,15,2,3.12,245322
554,Lively Hotel Kualanamu Airport Medan,Kabupaten Deli Serdang,Sumatera Utara,3.631202,98.875071,30,3,4,199999
555,Tobali Guest House,Kota Medan,Sumatera Utara,3.5611973,98.6936167,20,3,4.25,250000
556,Hotel Aero,Kabupaten Deli Serdang,Sumatera Utara,3.5211122,98.7849406,22,2,4.58,180723
557,OYO 1400 Barat Residence Syariah,Kota Medan,Sumatera Utara,3.558699,98.6503516,20,3,3.13,110000
558,Gandhi Inn,Kota Medan,Sumatera Utara,3.5846248,98.6931367,19,1,4.02,338000
559,OYO 3051 Stm Suite,Kota Medan,Sumatera Utara,3.5520368,98.6914994,19,1,3.42,114400
560,OYO 90565 Wesly House,Kota Medan,Sumatera Utara,3.5830991,98.6582718,18,2,4,129999
561,OYO 1377 Os Residence,Kota Medan,Sumatera Utara,3.5578568,98.6888141,18,2,4.58,100000
562,OYO 2538 Hotel Anugerah Deli Serdang,Kabupaten Deli Serdang,Sumatera Utara,3.5854997,98.8610441,19,2,3.07,100000
563,OYO 1457 Tmj Guest House,Kota Medan,Sumatera Utara,3.5961496,98.6876038,19,3,4.58,110000
564,Orinko City Hotel Medan,Kota Medan,Sumatera Utara,3.5850626,98.652824,24,2,4.03,379000
565,Roemah 28 Syariah Boutique Hotel,Kota Medan,Sumatera Utara,3.5723055,98.6555466,18,2,4.58,265050
566,OYO 90341 Sean's Residence,Kota Medan,Sumatera Utara,3.5625144,98.6484138,20,2,4.08,81179
567,OYO 2361 Hotel Winston,Kabupaten Deli Serdang,Sumatera Utara,3.5558047,98.7878119,20,2,3.1,129000
568,OYO 3150 Theodore Homestay,Kota Medan,Sumatera Utara,3.6,98.6805596,20,2,3.15,129411
569,Glamour Hotel & Spa,Kota Medan,Sumatera Utara,3.6,98.6688899,16,1,4.42,143011
570,Hotel Gajah Mada,Kota Medan,Sumatera Utara,3.58,98.6576951,14,3,3.1,100000
571,Kanasha Hotel,Kota Medan,Sumatera Utara,3.5785953,98.6853735,19,2,4.07,286700
572,Sulthan Darussalam Medan,Kota Medan,Sumatera Utara,3.58806,98.6527919,18,3,3.1,245999
573,OYO 91122 Djaboerigin Guesthouse,Kota Medan,Sumatera Utara,3.571243,98.669395,18,3,3.1,81179
574,OYO 3159 Festive Inn,Kota Medan,Sumatera Utara,3.588601,98.6836402,18,2,3.1,129999
575,OYO 91211 Mega Comfort Guest House,Medan City,North Sumatra,3.5932507,98.6463086,19,2,4.03,90000
576,Vivo Stay,Kota Medan,Sumatera Utara,3.5861793,98.6840625,19,2,3.13,211050
577,Arabia Style Hotel,Kota Medan,Sumatera Utara,3.585186,98.6573308,18,3,4,205000
578,OYO 447 Hutasimo Residence,Kota Medan,Sumatera Utara,3.58,98.6605817,15,1,4.02,113102
579,OYO 90830 Multatuli Guest House,Kota Medan,Sumatera Utara,3.5769286,98.6796135,15,2,3.92,113614
580,My Studio Hotel Kualanamu Airport Medan,Kabupaten Deli Serdang,Sumatera Utara,3.631202,98.875071,20,1,4.25,66499
581,Huber Apartment,Kota Medan,Sumatera Utara,3.5721366,98.6485858,40,0,3.15,230000
582,OYO 2345 Homestay Jaya,Kota Medan,Sumatera Utara,3.5892451,98.6918755,15,2,3.08,84251
583,New Kamojo Guesthouse,Kota Medan,Sumatera Utara,3.56291,98.650125,15,1,4,169000
584,OYO Life 2843 Raz House Syariah,Kota Medan,Sumatera Utara,3.5652606,98.6372221,39,3,3.25,117499
585,OYO 90245 Tridasa,Kota Medan,Sumatera Utara,3.5590687,98.6456992,15,2,3.15,200000
586,OYO 1030 Hotel Bumi Asih,Kota Medan,Sumatera Utara,3.5780776,98.6567996,25,2,4.08,94999
587,Wisma Garuda,Kota Medan,Sumatera Utara,3.5766854,98.6887266,15,1,3.12,240000
588,Aviano Syariah Backpacker,Kabupaten Deli Serdang,Sumatera Utara,3.6059758,98.8831686,15,1,4.08,85000
589,OYO 91170 Ayahanda Residence,Kota Medan,Sumatera Utara,3.5941197,98.6546432,26,2,4.02,101756
590,OYO Life 2354 Rose House,Kota Medan,Sumatera Utara,3.554007,98.6269988,28,2,3.07,76499
591,Serena Anggrek,Kota Medan,Sumatera Utara,3.5912023,98.6330921,16,2,4.58,163800
592,King's Palace Hotel,Kota Medan,Sumatera Utara,3.5769459,98.6613048,20,3,3.15,270000
593,OYO 1053 Angelyn Home Stay,Kota Medan,Sumatera Utara,3.5969172,98.6905097,32,2,3.08,74999
594,Oase Guest House Medan,Kota Medan,Sumatera Utara,3.5804663,98.6644742,32,2,3.15,300000
595,Paddington Homestay,Kota Medan,Sumatera Utara,3.61,98.6739614,28,3,4.03,80000
596,OYO 3937 Teratai Guest House,Kota Medan,Sumatera Utara,3.5176017,98.6077082,30,2,2.15,70000
597,OYO 3492 Mandala Residence,Kota Medan,Sumatera Utara,3.5958845,98.7117688,33,2,3.08,81643
598,Pondok Cemara,Kota Medan,Sumatera Utara,3.6308369,98.6846059,25,2,4.02,95000
599,Kailani Inn,Kota Medan,Sumatera Utara,3.5618103,98.6318309,20,2,4.02,305882
600,OYO 1763 Dinda Residence Syariah,Kota Medan,Sumatera Utara,3.5920037,98.6535293,39,3,4.08,104000
601,OYO 90355 Darussalam Inn,Kota Medan,Sumatera Utara,3.59,98.65327,29,2,3.07,74879
602,Motel Danau Toba International Medan,Kota Medan,Sumatera Utara,3.581611,98.6665756,19,3,3.12,324000
603,OYO 90359 Sbh Residence,Kota Medan,Sumatera Utara,3.5848099,98.6491427,22,2,3.02,112749
604,OYO 397 Daily Guest House,Kabupaten Deli Serdang,Sumatera Utara,3.61439,98.716,40,3,4.08,140000
605,OYO 622 Bakti Homestay,Kota Medan,Sumatera Utara,3.57052,98.70296,19,1,3.12,117647
606,OYO 90637 Rumah Ni Karo,Kota Medan,Sumatera Utara,3.5182154,98.6124114,15,1,3.1,61200
607,Wisma Sudirman,Kota Medan,Sumatera Utara,3.5752406,98.6654604,37,3,4.25,230000
608,Cherry Pink Hotel,Kota Medan,Sumatera Utara,3.5727343,98.6598437,36,3,4.08,199446
609,Wisma Sei Silau,Kota Medan,Sumatera Utara,3.5730003,98.6462012,20,2,3.92,210842
610,OYO 1874 Joh - Je Residence,Kota Medan,Sumatera Utara,3.5247303,98.6246886,20,3,4,110000
611,Grand Shaqilla Syariah,Kota Medan,Sumatera Utara,3.5458288,98.6925956,30,3,4.03,375000
612,De Coco Residence,Kota Medan,Sumatera Utara,3.5760447,98.6624514,19,3,3.58,117936
613,Graha Buana Hotel - Medan,Kota Medan,Sumatera Utara,3.5866108,98.6569711,17,2,3.12,123118
614,OYO 90306 Mmtc2 Guest House,Kota Medan,Sumatera Utara,3.5791598,98.6899091,19,2,3.03,114999
615,Permata Inn,Kota Medan,Sumatera Utara,3.5933671,98.6700396,26,3,4,135000
616,Hotel Lonari,Kota Medan,Sumatera Utara,3.5614017,98.6624083,20,3,4.25,159677
617,Wisma HM Jhoni,Kota Medan,Sumatera Utara,3.5683298,98.6982872,15,2,4.25,240964
618,Krisna Hostel,Kabupaten Deli Serdang,Sumatera Utara,3.6203744,98.7345945,15,1,4.08,104384
619,Penginapan Medan,Kota Medan,Sumatera Utara,3.5479275,98.6922216,30,2,4,150603
620,Wisma Nusantara Medan,Kota Medan,Sumatera Utara,3.5770547,98.6885078,19,2,4.02,185000
621,Krisna Hostel,Kabupaten Deli Serdang,Sumatera Utara,3.6203744,98.7345945,16,1,4.08,104384
622,OYO 2147 Mono Guest House,Kota Medan,Sumatera Utara,3.5905284,98.695789,16,1,3.12,100000
623,Krisna Hostel,Kabupaten Deli Serdang,Sumatera Utara,3.6203744,98.7345945,19,1,4.08,104384
624,Krisna Hostel,Kabupaten Deli Serdang,Sumatera Utara,3.6203744,98.7345945,15,1,4.08,104384
625,Trans Bandara Residence - Hotel Transit Kualanamu,Kabupaten Deli Serdang,Sumatera Utara,3.5600355,98.8945222,16,3,3.08,155693
626,OYO Life 2366 Gatsu Kost,Kota Medan,Sumatera Utara,3.5901602,98.6557219,17,2,2.1,999999
627,Wisma Syailendra,Kota Medan,Sumatera Utara,3.5793279,98.6614813,15,2,4.25,180722
628,Horison Inn Alaska Simpang Lima Semarang,Kota Semarang,Jawa Tengah,-6.9937967,110.41407,26,3,4.03,525000
629,KHAS Semarang Hotel,Kota Semarang,Jawa Tengah,-6.9761333,110.4194051,22,3,4.58,700000
630,Hotel Dalu Semarang,Kota Semarang,Jawa Tengah,-7.0062056,110.457723,17,3,4.25,310500
631,Susan Spa & Resort,Kabupaten Semarang,Jawa Tengah,-7.2227609,110.3669907,44,5,4.03,1876800
632,Quest Hotel Prime Pemuda - Semarang,Kota Semarang,Jawa Tengah,-6.9825086,110.4106206,26,2,4.05,821250
633,Surya Boutique Hotel Kota Lama Semarang,Kota Semarang,Jawa Tengah,-6.971092,110.4204996,22,2,4.25,211500
634,Griya Persada Convention Hotel & Resort,Kabupaten Semarang,Jawa Tengah,-7.2196009,110.3659531,36,3,4.42,950000
635,The Azana Hotel Airport Semarang,Kota Semarang,Jawa Tengah,-6.984648,110.3850836,23,3,4.03,500000
636,@HOM Semarang Simpang Lima By Horison,Kota Semarang,Jawa Tengah,-6.9889043,110.419785,17,3,4.42,412500
637,Kala Hotel,Kota Semarang,Jawa Tengah,-7.0018723,110.4098935,22,3,4.25,475000
638,Patra Semarang Hotel & Convention,Kota Semarang,Jawa Tengah,-7.015803,110.4232166,27,4,4.42,774250
639,Metro Park View Hotel,Kota Semarang,Jawa Tengah,-6.9850845,110.4289494,30,3,4.05,727700
640,Hotel Dafam Semarang,Kota Semarang,Jawa Tengah,-6.9793286,110.4116562,24,3,4.25,503500
641,HA-KA Hotel Semarang Managed by Parador,Kota Semarang,Jawa Tengah,-6.9934778,110.4288388,18,2,4.03,463044
642,Hotel Santika Premiere Semarang,Kota Semarang,Jawa Tengah,-6.9886287,110.4209317,41,3,4.05,1487500
643,Smart Budget Hotel,Kota Semarang,Jawa Tengah,-6.954267,110.4051456,12,3,4.05,250000
644,Hotel Bliss Soetta Semarang,Kota Semarang,Jawa Tengah,-7.01,110.4713391,20,4,4.02,300623
645,Artotel Gajahmada Semarang,Kota Semarang,Jawa Tengah,-6.9837951,110.4217633,25,2,4.05,1033695
646,Kar's Inn Tembalang,Kota Semarang,Jawa Tengah,-7.06,110.4386943,19,1,3.15,215800
647,Mahima Hotel,Kota Semarang,Jawa Tengah,-6.9854917,110.3725312,24,3,4.03,558000
648,Triizz Hotel Semarang by Royal Singosari (formerly Faustine Hotel),Kota Semarang,Jawa Tengah,-6.9876017,110.4478543,16,3,4.02,293313
649,Amaris Hotel Pemuda Semarang,Kota Semarang,Jawa Tengah,-6.98,110.4137058,16,3,4.03,325000
650,Louis Kienne Pemuda,Kota Semarang,Jawa Tengah,-6.9744435,110.4193073,28,3,4.25,700000
651,Andelir Hotel Simpang Lima Semarang,Kota Semarang,Jawa Tengah,-6.9946554,110.4298057,21,3,4.42,408500
652,Horison Ultima Semarang,Kota Semarang,Jawa Tengah,-7.01,110.4320972,23,3,4.08,525000
653,DS Rsidences Peterongan,Kota Semarang,Jawa Tengah,-7.01,110.4329986,20,3,4.58,158000
654,Hotel Citradream Semarang,Kota Semarang,Jawa Tengah,-6.9807441,110.4101728,18,3,4.03,331200
655,Amanda Hills Bandungan,Kabupaten Semarang,Jawa Tengah,-7.2223672,110.3608564,20,3,4.08,220000
656,De'Boutique Style Hotel,Kota Malang,Jawa Timur,-7.9628112,112.631559,20,3,4.05,410000
657,Hotel Tidar Manage by Ascent Malang,Kabupaten Malang,Jawa Timur,-7.9601186,112.5953808,20,3,4.25,306375
658,de'Corner Suite Guest House,Kota Malang,Jawa Timur,-7.9733422,112.6176837,21,4,4.58,555700
659,Srikandi's Guesthouse,Kota Malang,Jawa Timur,-7.974263,112.6200916,16,3,4.03,310000
660,Omah Etan Batu,Kota Batu,Jawa Timur,-7.87,112.525544,19,3,4.75,214690
661,Plaza Hotel Semarang,Kota Semarang,Jawa Tengah,-7.05,110.4197432,20,3,4.08,325500
662,Hotel Santika Premiere Malang,Kota Malang,Jawa Timur,-7.9582218,112.6369052,28,3,4.07,925000
663,Front One Inn Semarang,Kota Semarang,Jawa Tengah,-6.98,110.355047,16,3,4.03,250000
664,Red Orchid Semarang,Kota Semarang,Jawa Tengah,-6.9879057,110.4259323,15,3,4,388500
665,Hotel Kampung Lumbung,Kota Batu,Jawa Timur,-7.8906695,112.5473571,36,3,4.58,565440
